,Reviews,Game Title
1493," is a fun game to play, providing a series of increasing racing challenges, the ability to play with friends and to create custom tracks. All of it is wrapped up in a nostalgic package that calls back to my childhood days, zipping around and letting my imagination do the majority of the work.",Super Toy Cars
1494,"When you invest the time to master the challenging combat and explore the world,  is a solid romp with rewarding tactical action supported by rewarding boss battles and plenty of ways to see your choices reflected in the world around you.",Bound by Flame
1495,"I really enjoyed my time with . I found it charming, intriguing and most importantly, very well done.",Monochroma
1496,"The first act of  shows all the potential of the full game, still in development. The atmosphere is thick and scary and wherever you go, something happens. It takes only three to four hours to beat the game, but with so many different ghosts to fend off, it's a trip that's worth your time.",DreadOut
1497,"Personally, after enjoying this installment immensely, I'm very much looking forward to seeing what's next, and sincerely hope that between this title and the impending Gabriel Knight remake that we can well and truly see Jensen getting back to doing what she does best on a more regular basis.",Moebius: Empire Rising
1498,"I must admit that developers hit the spot with the title of their Spellforce 2 expansion. It’s still good, old Spellforce, but the emphasis should be put on ‘old’. [03/2014, p.69]",SpellForce 2: Demons of the Past
1499, is a twin stick shooter with a fresh formula that nails the true meaning of fun and competition.,In Space We Brawl
1500,"Alone in the Vita library, it's a casual game that has a bit of depth to it, and it's a Japanese game that doesn't have all kinds of weird sexual issues (though, obviously, it's not without them entirely, as evidenced by the fact you can shoot upskirt camera shots during concerts). It's a light, breezy game that's made for a light, breezy time of year, and it's well worth an investment.",Hyperdimension Neptunia PP: Producing Perfection
1501,Not quite the ride of your life.,Tour de France 2014
1502,"A unique and genuinely fun puzzle game with some decidedly rough edges, BLOK DROP U is a brief but engaging experience that will appeal to indie-lovers and puzzle fans in spite of its flaws — and it's easier to forgive those flaws when it costs less than a latte.",Blok Drop U
1503,"Yet the novelty of airships and battles with giant sky-whales are simply not enough to save it from its flaws, painful as they are. Perhaps post-release support will allow  to transform into the game I hoped it would be, but for now it sits as a flawed gem.",Windforge
1504,"It is sad that online leaderboards were not included as it would have rounded out the experience nicely. Bugs aside, the creativity of the title does shine through.",Ice Cream Surfer
1505,"Overall, though, I really like Bit Boy Arcade, and I continue to play it in an effort to get all the Pixel Flies and high scores. It’s a charming game with a few issues, but I’m having a good time despite them.",Bit Boy!! Arcade
1506,"The lack of minigame variety brings the score down a few notches, along with some confusing menus and lack of tutorials. The kids won’t care about any of that stuff, though.",Rabbids Invasion
1507,"Konami may have created the most robust digital version of its popular CCG yet, but it has married it to a distinct lack of gameplay modes and player interaction. [Sept 2014, p.123]",Yu-Gi-Oh! Zexal: World Duel Carnival
1508,A zombie survival game with Lost references. The storyline almost makes the lackluster survival action bearable. [Jan 2015],Escape Dead Island
1509, is a nice modernization of Master of Magic. It is a pity that the AI is too passive and the UI feels like it is still 90s. [May 2015],Worlds of Magic
1510,Short bite-sized chunk of Zombie killing!,Dead Rising 3: Operation Broken Eagle
1511,"Jagged Alliance Flashback resurrects the classic game, unfortunately only as a skeleton. I hope that some day the flesh, muscles and soul will be added. [Dec 2014]",Jagged Alliance: Flashback
1512,"Once again the World War II embraces another FPS varied enough and solid. Not the best in the genre, but entertaining enough.",Enemy Front
1513,"We had fun with Last Agent's streamlined story and missions, but navigation issues and faults left over from other episodes make it unworthy of the series' legacy. [June 2014, p.78]",Dead Rising 3: The Last Agent
1514,"’s shortcomings will scare away genre detractors. The gameplay is repetitive, the level design annoying and backtracking quickly becomes a chore. It falls short because because of these things, yet remains an amazing experience.",Daylight
1515,"Great weapons and good bosses, but it's another DLC that doesn't offer anything new to the Dead Rising gameplay.",Dead Rising 3: Chaos Rising
1516,"Its design is uninspired and it feels pretty repetitive, like it was rushed instead of given time to grow into something good, but if you’re a big fan of the Autobots versus Decepticons conflict, there’s a good chance you’ll enjoy it.",Transformers: Rise of the Dark Spark
1517,"Despite the occasional stutters,  is a uniquely enjoyable game that will test your creativity from start to finish.",Chibi-Robo! Photo Finder
